m,apmcloss,usmcloss,gwmcloss,gemcloss,owmcloss,oemcloss
2,0,0.199999999999999983,0.0654250334600772199,0.224465851026451835,0.0654250334600772199,0.224465851026451835
3,0,0.299999999999999989,0.115297442755602192,0.371281156823394021,0.113331948320568879,0.367916879669886121
4,0,0.349999999999999978,0.16875743391736206,0.492718514890884529,0.166604790836116484,0.468041113349792204
5,0,0.350000000000000033,0.180748084598065628,0.51102652715572372,0.175901092477509485,0.468886876019951437
6,0,0.400000000000000022,0.169675197960510282,0.50796359245691336,0.15207900671752328,0.477488076258542227
7,0,0.400000000000000022,0.147840641756371072,0.536035859396287062,0.137522255052638209,0.491599195203301698
8,0,0.400000000000000022,0.178830023529772675,0.560043215048876331,0.154165777236285606,0.526085542532415351
9,0,0.400000000000000022,0.161890004602050108,0.596704194223152684,0.143313449617383903,0.529837425825793296
10,0,0.400000000000000022,0.174127284219704165,0.587066636850049672,0.154994315105426411,0.508454894136223912
