m,apmcloss,usmcloss,gwmcloss,gemcloss,owmcloss,oemcloss
2,0,0.699999999999999956,0.097137083408278535,0.243658918371981587,0.097137083408278535,0.243658918371981587
3,0,0.800000000000000155,0.0578372907954027016,0.224246976127460723,0.0578372907954027016,0.183268628387372345
4,0,0.850000000000000089,0.0366202194355977478,0.105474339421491481,0.0366202194355977478,0.0907076774662202018
5,0,0.850000000000000089,0.0613348713964503439,0.153262873889158435,0.0560440865705334051,0.116340478862922064
6,0,0.900000000000000022,0,0,0,0
7,0,0.900000000000000022,0,0,0,0
8,0,0.900000000000000022,0,0,0,0
9,0,0.900000000000000022,0,0,0,0
10,0,0.900000000000000022,0,0,0,0
