m,apefloss,usefloss,gwefloss,geefloss,owefloss,oeefloss
2,0,0,0,0.00971667146367354712,0,0.00971667146367354712
3,0.144444444444444459,0,0,0.054164511638383761,0,0.0650541326239653106
4,0.0500000000000000028,0,0,0.0224210773021834529,0,0.0234756284871603035
5,0.167359301056811433,0,0,0.217726659571696124,0,0.219745059038402024
6,0,0,0,0.305446692909526085,0,0.305446692909526085
7,0,0,0,0.277870289058012532,0,0.277870289058012532
8,0,0,0,0.392727170124277214,0,0.392727170124277214
9,0,0,0,0.536549848136390506,0,0.536549848136390506
10,0,0,0,0.46923023290789817,0,0.46923023290789817
