m,apef,usef,gwef,geef,owef,oeef
2,0,0,0,0.00666666666666666796,0,0.00666666666666666796
3,0.0481481481481481413,0,0,0.0333333333333333259,0,0.0407407407407407371
4,0.0125000000000000007,0,0,0.0208333333333333356,0,0.0250000000000000014
5,0.0366666666666666738,0,0,0.0933333333333333515,0,0.0966666666666666785
6,0,0,0,0.0999999999999999917,0,0.0999999999999999917
7,0,0,0,0.133333333333333331,0,0.133333333333333331
8,0,0,0,0.170833333333333309,0,0.170833333333333309
9,0,0,0,0.188888888888888884,0,0.188888888888888884
10,0,0,0,0.190000000000000002,0,0.190000000000000002
