m,apmc,usmc,gwmc,gemc,owmc,oemc
2,0,0.199999999999999983,0.0186666666666666682,0.0473333333333333384,0.0186666666666666682,0.0473333333333333384
3,0,0.299999999999999989,0.0471428571428571461,0.0876190476190476242,0.0466666666666666688,0.0871428571428571469
4,0,0.349999999999999978,0.0779166666666666757,0.131250000000000006,0.0779166666666666757,0.124583333333333351
5,0,0.349999999999999978,0.0941666666666666485,0.14499999999999999,0.0916666666666666602,0.130833333333333329
6,0,0.400000000000000022,0.0925925925925925875,0.147777777777777786,0.0859259259259259195,0.131111111111111095
7,0,0.400000000000000022,0.10259259259259261,0.14851851851851855,0.0918518518518518651,0.131481481481481505
8,0,0.400000000000000022,0.120740740740740746,0.179259259259259285,0.109259259259259278,0.153333333333333349
9,0,0.400000000000000022,0.124444444444444427,0.177037037037037048,0.112592592592592605,0.143333333333333368
10,0,0.400000000000000022,0.12185185185185185,0.178148148148148139,0.110370370370370383,0.140370370370370368
