n,sprevenue,gwrevenue,gerevenue,owrevenue,oerevenue
4,0.640909901820307826,0.71842467284136069,0.720104903618449033,0.73322210644144703,0.731135343614544464
5,0.622275971104032544,0.709735323072758773,0.706247100335332112,0.744145488481155359,0.734772481707972047
6,0.633050902020711792,0.726749836020632478,0.717497085857311756,0.745960098502489788,0.734429837991849022
7,0.649974466450266242,0.693779670634034118,0.691565988522748754,0.713944076741141909,0.718249039078323159
8,0.639576625462021764,0.692670092897822887,0.688131737694670953,0.717861759409570643,0.719439733424785732
9,0.661285785634117995,0.726291125419606165,0.716596270930949353,0.741113893722230133,0.742456834011640421
10,0.662083615541809611,0.697479239056965405,0.694516051365893339,0.715580724841576532,0.71127682961203631
