n,spef,gwef,geef,owef,oeef
2,0.00166666666666666699,0.00361111111111111138,0.00194444444444444461,0.00277777777777777788,0.00222222222222222179
3,0.00111111111111111133,0.00722222222222222363,0.00277777777777777788,0.00277777777777777788,0.00250000000000000005
4,0.000833333333333333821,0.00374999999999999986,0,0.0020833333333333333,0.00125000000000000046
5,0.00166666666666666656,0.00666666666666666709,0.00291666666666666637,0.00375000000000000029,0.00208333333333333287
6,0,0.00625000000000000208,0.00166666666666666677,0.00250000000000000005,0.00333333333333333355
7,0.000833333333333333495,0.000833333333333333495,0.00416666666666666748,0.0058333333333333336,0.00583333333333333447
8,0,0.000833333333333333495,0.00416666666666666748,0.00249999999999999962,0.00249999999999999962
9,0,0.00666666666666666536,0.0050000000000000001,0.00416666666666666661,0.00500000000000000097
10,0.000833333333333333387,0.0050000000000000001,0.00749999999999999972,0.00416666666666666748,0.00666666666666666536
