n,spefloss,gwefloss,geefloss,owefloss,oeefloss
2,0.00136203653002419105,0.00905381043524173569,0.00408860436423452104,0.00664671941988426076,0.00385171497086070477
3,0.00346776432189056577,0.018871621368916746,0.00662310039438693959,0.0117059124344296144,0.0114753288562115668
4,0.000285178807020409076,0.00690760979282724948,0,0.00527379725159657104,0.00147845278023866133
5,0.0021799431981560629,0.00653733849325127507,0.00620178634286344763,0.00290721876636113432,0.00333636854353585362
6,0,0.00710466279484265554,0.00336960120028972996,0.00444088923664553645,0.00736336656431720721
7,0.000123997355005227267,0.0018292551194197806,0.00460077247605792262,0.00844388246765452252,0.0091062957934077756
8,0,0.000750684797694954088,0.00431565099155056375,0.00674786265168462063,0.00348100691842388385
9,0,0.00561151869816305885,0.00567746925679319357,0.00330213219251548938,0.00483856189487628929
10,0.000844767700080038169,0.00392028695139079193,0.0108138446266306584,0.00736526406486855828,0.0105477517228534899
