n,spwelfare,gwwelfare,gewelfare,owwelfare,oewelfare
2,0.810174612046002385,0.822251597702537862,0.826487731198765618,0.832294885957815977,0.831695154426494221
3,0.791833793242584516,0.802347510484123561,0.804829335223249065,0.822862165218765096,0.821459097876482081
4,0.7877819422820318,0.790202607774686094,0.790119337068247884,0.794330032981696244,0.788212557566512872
5,0.778346517232534008,0.78865523936686055,0.785086229760209364,0.787162642894021158,0.782699289181146396
6,0.78973164281168573,0.796242450262841794,0.794159708997888902,0.79926699220459807,0.800807560414554476
7,0.790092794138527843,0.788073099605293814,0.788979798018740963,0.787860439730551088,0.788543588377248472
8,0.793699916179390175,0.7971013931415738,0.782376968706054332,0.791108167754531855,0.786345136067645223
9,0.801180273649825914,0.801029728528908413,0.803298064579348603,0.800623120176558456,0.796398737431748827
10,0.775420740561756361,0.780198836197662393,0.7678480149015664,0.778319470109061662,0.766751184546769382
