n,sptime,gwtime,getime,owtime,oetime
2,0.000283826866666666644,0.00525689600000000049,0.00507236700555555552,0.134835611894444457,0.115667428733333355
3,0.000400558938888888859,0.00669134466111110954,0.00620312789999999999,0.163654662791666683,0.150174244758333325
4,0.00047682595833333332,0.00893027830416666737,0.00795076177083333356,0.262411268633333306,0.18693941665416669
5,0.000593950245833333281,0.00994828707083333409,0.00903333204999999875,0.26585028783333331,0.202701753416666658
6,0.000660608554166666577,0.0116556368499999997,0.0156852624916666676,0.332160656750000005,0.271477485412499997
7,0.00082465724166666662,0.0130532204083333332,0.0114120607333333332,0.300593638466666646,0.20260399630833334
8,0.000911248158333333343,0.0146183305583333333,0.0133147308583333318,0.277070723625000015,0.207132148274999983
9,0.00136508086666666667,0.01552615995,0.0143041608500000007,0.266424587699999993,0.200525134250000014
10,0.00126295195833333327,0.0179573971916666686,0.0174353537083333336,0.305069909525000016,0.21628772255833334
