n,spwinners,gwwinners,gewinners,owwinners,oewinners
4,0.450006613756613771,0.520608465608465631,0.531908068783068844,0.541789021164021056,0.542298280423280432
5,0.472582671957672007,0.558746693121693117,0.561193783068783092,0.585367063492063577,0.567308201058201123
6,0.368244047619047665,0.439322089947089989,0.434064153439153444,0.453786375661375696,0.454123677248677193
7,0.354515542328042332,0.404069113756613696,0.416878306878306903,0.434413029100529036,0.435424933862433861
8,0.370221560846560771,0.407741402116402085,0.408597883597883571,0.441193783068783041,0.442711640211640223
9,0.31702876984126982,0.39814814814814814,0.39295800264550268,0.419447751322751361,0.419609788359788349
10,0.334090608465608396,0.366306216931216955,0.367592592592592637,0.404777336860670189,0.396973104056437431
