n,m,p,ckefficiency,ckrevenue,cktime,ckwe1,ckwe2,evpefficiency,evprevenue,evptime,evpwe1,evpwe2,mweqefficiency,mweqrevenue,mweqtime,mweqwe1,mweqwe2,lpefficiency,lprevenue,lptime,lpwe1,lpwe2
3,2,1,1,0.01,0.0531638900000001,0,0,0.892266537121495,85.237812,0.18090284,0,1.52,1,0,0.02498732,0,0,0.892266537121495,85.237812,4.65071089000001,0,1.52
3,3,0.25,1,4.51709999999995,0.58377089,0,0,0.979021164082588,77.229786,0.18201553,0,1.25,1,66.8647593,0.02463896,0,0,0.983958030007137,79.349233,4.3816136,0,1.25
3,3,0.5,1,9.88000000000012,0.77977566,0,0,0.940075532929833,110.9362332,0.19131013,0,1.05,1,91.2795201,0.02205577,0,0,0.950939310283683,113.8108972,5.01623023,0,1.01
3,3,0.75,1,0.772200000000003,0.34543274,0,0,0.904529519984747,119.8831483,0.21125596,0,0.82,1,85.6401367,0.02285742,0,0,0.899277184339403,123.2136339,5.83324578,0,0.83
3,3,1,1,0.02,0.07048659,0,0,0.853874882918975,111.1988424,0.20739655,0,1.05,1,72.3617157,0.02310989,0,0,0.853874882918975,111.1988424,5.9754296,0,1.05
3,4,0.25,1,16.2357000000002,1.07000001,0,0,0.987905619120026,100.2194961,0.19885697,0,1.06,1,92.9490559,0.02314485,0,0,0.989907403134567,100.8485196,4.4665946,0,1.07
3,4,0.5,1,42.7184000000005,2.16045627,0,0,0.94838021609912,141.4356023,0.21677558,0,0.59,1,132.5744571,0.02230712,0,0,0.952677860070185,144.0619949,5.11699137,0,0.57
3,4,0.75,1,59.1029999999997,3.31173471,0,0,0.91847140583997,152.3776096,0.18447021,0,0.49,1,136.3300403,0.02236233,0,0,0.917447396359403,154.2203039,5.76159257,0,0.5
3,4,1,1,66.7279000000008,3.75240292,0,0,0.91946983124793,151.5045156,0.1991745,0,0.47,1,132.8065791,0.02335351,0,0,0.91946983124793,151.5045156,6.09848267,0,0.47
3,5,0.25,1,22.8039999999999,1.44486498,0,0,0.982465621367538,115.3586668,0.19797191,0,0.94,1,103.2649067,0.02782619,0,0,0.986956561162219,116.7053588,4.81369842,0,0.94
3,5,0.5,1,66.3556000000008,4.21387058,0,0,0.94737638746294,153.9654932,0.20417937,0,0.42,1,148.2367271,0.0235973,0,0,0.952133331740267,156.9157692,6.00527872,0,0.42
3,5,0.75,1,88.3081,4.59242322,0,0,0.941530223066925,158.3875089,0.41987896,0,0.33,1,150.1670081,0.02345099,0,0,0.941312159927212,161.4942883,5.81059126,0,0.33
3,5,1,1,108.3798,6.83067278,0,0,0.948302074669047,161.8927292,0.19480633,0,0.29,1,152.6542134,0.02034168,0,0,0.948302074669047,161.8927292,5.88734787,0,0.29
3,6,0.25,1,46.1035000000002,3.40727235,0,0,0.981133064030755,140.1877124,0.1784569,0,0.69,1,132.595978,0.02121646,0,0,0.981296866670895,140.7718394,4.89262213,0,0.69
3,6,0.5,1,109.344800000001,6.80117276,0,0,0.978417084554038,181.7031479,0.18771254,0,0.21,1,176.0553629,0.02118508,0,0,0.978053462510878,182.759825,5.5220136,0,0.21
3,6,0.75,1,125.8888,7.93884557,0,0,0.966524818528499,185.9534071,0.19816842,0,0.19,1,180.6755424,0.02256456,0,0,0.957805718294404,187.3133096,5.57827973,0,0.23
3,6,1,1,130.459599999999,8.92040409,0,0,0.952488822463096,179.4517034,0.19756405,0,0.24,1,173.1643038,0.02206948,0,0,0.952488822463096,179.4517034,5.98920489,0,0.24
3,7,0.25,1,50.8802000000006,4.38626067,0,0,0.985209930869444,147.6960716,0.1932875,0,0.49,1,144.4857827,0.02263778,0,0,0.98520862958868,148.2521533,4.87051328,0,0.5
3,7,0.5,1,123.4715,9.56906402,0,0,0.976365548698452,186.1119853,0.22585516,0,0.15,1,183.1400203,0.02255467,0,0,0.96495395653406,187.5874144,5.68427666,0,0.2
3,7,0.75,1,149.375099999998,12.24108396,0,0,0.98591392934682,199.5722515,0.22857149,0,0.07,1,197.2510607,0.02232159,0,0,0.974076016843445,200.0952593,5.77130704,0,0.12
3,7,1,1,150.304199999998,13.19015962,0,0,0.972497131998888,193.041612,0.21374368,0,0.13,1,190.6045398,0.02249006,0,0,0.972497131998888,193.041612,6.17543901,0,0.13
3,8,0.25,0.999999859129875,69.9347000000006,5.04462399,0,0,0.991070581291666,162.7130648,0.19613385,0,0.45,1,159.3399733,0.02401704,0,0,0.988884922045697,163.0914875,4.81930392999999,0,0.47
