2,2,0.25,31.042894368445662,33.614031449940214,1.0828253013709974,0.06999999999999997
2,2,0.5,64.11553709121259,71.69552492137728,1.1182238841636964,0.17000000000000004
2,2,0.75,88.0315718510827,83.43297889075036,0.9477620032945512,0.02999999999999998
2,2,1.0,111.44739038835085,92.58877125942735,0.8307845606504688,0.0
2,3,0.25,56.99885095238038,58.742243367370754,1.030586448425897,0.059999999999999956
2,3,0.5,101.5505409783603,98.31186062003647,0.9681076996033534,0.03999999999999999
2,3,0.75,124.05659363743467,113.40707974692914,0.914156002689953,0.0
2,3,1.0,142.46710224305954,122.97692889576771,0.8631952707647543,0.0
2,4,0.25,74.06134140201645,75.53310992094983,1.0198722908749975,0.04999999999999998
2,4,0.5,114.06890589992668,108.70147518390945,0.9529457158050932,0.009999999999999995
2,4,0.75,139.96284797448604,126.8936443617215,0.906623766221541,0.0
2,4,1.0,162.68565782270912,147.94141622279875,0.9093697514750914,0.0
2,5,0.25,101.23819873203001,101.58833951189446,1.0034585836596248,0.039999999999999994
2,5,0.5,122.301432673158,116.11623737536924,0.949426632520992,0.0
2,5,0.75,154.89731935144766,143.62001540212975,0.9271949702129398,0.0
2,5,1.0,164.97693800143324,150.59497282766532,0.9128243901966286,0.0
2,6,0.25,91.49564206756585,91.53049744066253,1.0003809511831279,0.029999999999999985
2,6,0.5,137.60734865720985,129.753776443305,0.942927668539936,0.0
2,6,0.75,159.77153995306114,150.86574759337847,0.9442592068506126,0.0
2,6,1.0,168.26295428125863,154.41430460209563,0.917696383388025,0.0
2,7,0.25,97.2705929618053,95.79688732338184,0.9848494226924047,0.009999999999999995
2,7,0.5,144.7767920087405,138.9021816187238,0.9594229827273557,0.0
2,7,0.75,163.20725404628527,154.24982765025604,0.9451162483654745,0.0
2,7,1.0,175.59010301505367,164.57192475179738,0.9372505735000811,0.0
2,8,0.25,112.52323630759992,111.19961752056395,0.9882369292737222,0.0
2,8,0.5,155.07399277332127,146.77284970877062,0.9464697921547374,0.0
2,8,0.75,168.75771942189417,160.53087634764657,0.9512505673670518,0.0
2,8,1.0,176.87785982578745,167.16226209280921,0.9450717136528708,0.0
2,9,0.25,121.31575371106393,120.6350736355881,0.9943891864440211,0.019999999999999987
2,9,0.5,158.698250612249,153.13278277962547,0.964930502944095,0.0
2,9,0.75,171.9922096895248,163.94566306879705,0.9532156332240097,0.0
2,9,1.0,180.31354304067892,171.18993333680237,0.9494014173865007,0.0
2,10,0.25,126.12074726328599,123.48429334217803,0.9790957952730476,0.0
2,10,0.5,157.57700791034148,150.82746856465138,0.9571667247957236,0.0
2,10,0.75,175.50618635391538,166.66244292236163,0.9496100757740814,0.0
2,10,1.0,181.139001003408,171.7658066506711,0.9482541346655624,0.0
2,11,0.25,131.22615113069725,127.46376752314677,0.9713290104515582,0.0
2,11,0.5,165.3023630365687,158.8062870508171,0.9607018564863801,0.0
2,11,0.75,178.74342624921405,172.4890354167359,0.9650091141043815,0.0
2,11,1.0,182.42252971100586,173.88853889017375,0.953218547981153,0.0
2,12,0.25,141.100713371949,137.01153572775505,0.9710194403240565,0.0
2,12,0.5,167.84438460362267,162.74149234210867,0.9695974799897842,0.0
2,12,0.75,178.84527156807013,173.49918720458973,0.9701077679235952,0.0
2,12,1.0,185.66951104218796,178.9466379111437,0.9637911841674605,0.0
2,13,0.25,146.2824208651482,143.64188324047316,0.9819490434389978,0.0
2,13,0.5,166.70820955858073,161.04521506270723,0.9660305001723173,0.0
2,13,0.75,179.11331947233904,172.4133608787629,0.9625937444891649,0.0
