n,m,p,ckefficiency,ckrevenue,cktime,ckwe1,ckwe2,evpefficiency,evprevenue,evptime,evpwe1,evpwe2,mweqefficiency,mweqrevenue,mweqtime,mweqwe1,mweqwe2
6,17,0.5,1,0.837289286721964,102.33528511,0,0,1,0.988545657896766,0.9785703,0,0,1,0.988545657896766,0.08187277,0,0
6,17,0.75,1,0.908410478284262,136.44601488,0,0,1,0.992632171584299,0.92255224,0,0,1,0.992632171584299,0.07677146,0,0
6,17,1,0.999999925220323,0.926062437819759,163.70867865,0,0,1,0.994587777284992,1.04190212,0,0,1,0.994587777284992,0.06920758,0,0
6,18,0.25,1,0.673379009786713,57.50328892,0,0,0.995170241893637,0.979556061525564,0.92467748,0,0.03,1,0.974883144437726,0.07456493,0,0
6,18,0.5,1,0.85635982223806,111.42512825,0,0,1,0.988198935465332,0.95371568,0,0,1,0.988198935465332,0.07948608,0,0
6,18,0.75,0.999999997572864,0.907607572409227,146.27286402,0,0,1,0.992364120997714,0.91779095,0,0,1,0.992364120997714,0.0786421,0,0
6,18,1,0.999999893680449,0.933984272669037,184.4182558,0,0,1,0.996021519680405,0.89833519,0,0,1,0.996021519680405,0.07182238,0,0
6,19,0.25,1,0.703813996038165,64.42304108,0,0,0.999382410217837,0.977112500976755,1.20797583,0,0.005,1,0.976111183728379,0.08019532,0,0
6,19,0.5,1,0.867166586573034,128.59701581,0,0,1,0.992006195455687,0.995990509999999,0,0,1,0.992006195455687,0.08852125,0,0
6,19,0.75,1,0.910421354677493,161.29109724,0,0,1,0.99434681624905,0.98404565,0,0,1,0.99434681624905,0.08264056,0,0
6,19,1,1,0.941487274234215,201.75584358,0,0,1,0.995826725358651,0.94331318,0,0,1,0.995826725358651,0.07717453,0,0
6,20,0.25,1,0.721490192308741,72.36824286,0,0,0.998150624579765,0.981373142202076,0.93755273,0,0.00666666666666667,1,0.980750572801321,0.07512084,0,0
6,20,0.5,1,0.873397970721012,132.24166586,0,0,1,0.989782696825786,0.95137498,0,0,1,0.989782696825786,0.08050347,0,0
6,20,0.75,1,0.925787859343976,175.50013378,0,0,1,0.994602835969271,1.00810806,0,0,1,0.994602835969271,0.08517553,0,0
6,20,1,1,0.944993597900679,207.23658597,0,0,1.00159222435004,0.997448282459779,0.89238688,0,0,1,0.995856056548018,0.072281,0,0
7,2,0.25,1,0.0364838615812277,0.51310761,0,0,0.983583661033609,0.95369094870712,0.60821964,0,0.755714285714286,1,0.613369941287247,0.05853114,0,0
7,2,0.5,1,0.0111801862565905,0.46778727,0,0,0.980814616666701,0.943358560216937,0.70157331,0,0.718571428571429,1,0.324765987303666,0.06342315,0,0
7,2,0.75,1,0.0102813863409667,0.54486025,0,0,0.957812594568963,0.934071415346412,0.63144806,0,0.73,1,0.243356493436452,0.05829061,0,0
7,2,1,1,0.00497185843074282,0.44143628,0,0,0.983768652667113,0.945544153812679,0.61479618,0,0.72,1,0.14508253747264,0.0593406,0,0
7,3,0.25,1,0.0579779055109275,0.81629766,0,0,0.969069575147725,0.931616887757518,0.67912207,0,0.638571428571429,1,0.670545673511318,0.05987052,0,0
7,3,0.5,1,0.02883506909294,0.72166678,0,0,0.948280535687756,0.906543125737349,0.77347369,0,0.617142857142857,1,0.378219107388902,0.07703599,0,0
7,3,0.75,1,0.0250442160270937,0.92257876,0,0,0.93394652790201,0.889173697616768,0.71235722,0,0.611428571428571,1,0.26761144612711,0.06514538,0,0
7,3,1,1,0.0111343232484127,0.64471419,0,0,0.949148903052165,0.914950365327759,0.763868790000001,0,0.598571428571429,1,0.160613823564086,0.0693648,0,0
7,4,0.25,1,0.115638091614155,1.88186205,0,0,0.962493634266352,0.917809059277137,0.76616649,0,0.565714285714286,1,0.697135342481247,0.06504183,0,0
7,4,0.5,1,0.0472871473959883,1.41143603,0,0,0.933464113919796,0.886772021573322,0.88924668,0,0.512857142857143,1,0.433560189490499,0.08178241,0,0
7,4,0.75,1,0.0332661082218875,1.36693359,0,0,0.944857154487801,0.887386081669243,0.84655638,0,0.478571428571429,1,0.278751255629718,0.07777306,0,0
7,4,1,1,0.0248798977532003,1.35674876,0,0,0.943273146833531,0.890828236917653,0.83454084,0,0.471428571428571,1,0.190796476002951,0.07723048,0,0
7,5,0.25,1,0.124485932323922,2.3088215,0,0,0.963317882998693,0.909961220365704,0.79261084,0,0.494285714285714,1,0.688506997028586,0.0627349,0,0
7,5,0.5,1,0.0914218888335237,2.72374093,0,0,0.931674489034151,0.87463520112842,0.92223563,0,0.4,1,0.509472977886902,0.0788523199999999,0,0
7,5,0.75,1,0.0522141812493527,2.46414926,0,0,0.935898290219792,0.884558478845021,1.02975043,0,0.364285714285714,1,0.343909740105848,0.09513191,0,0
7,5,1,1,0.0382876886945814,2.33792129,0,0,0.938973037832628,0.89148870076939,1.01094453,0,0.342857142857143,1,0.242248249704187,0.09580945,0,0
7,6,0.25,1,0.189046734495875,4.52215196,0,0,0.96221710586031,0.915019961967808,0.851351259999999,0,0.432857142857143,1,0.756095146876029,0.06739626,0,0
7,6,0.5,1,0.154060970840356,5.54234457000001,0,0,0.935644429360213,0.875876358027537,1.02488077,0,0.312857142857143,1,0.618584746019639,0.07973137,0,0
7,6,0.75,1,0.0993921800026215,4.32051155,0,0,0.928722045987641,0.875653779093238,1.14062599,0,0.25,1,0.417414029101862,0.09054732,0,0
7,6,1,1,0.0728092511504383,3.89155644,0,0,0.923552169405831,0.881803270356015,1.0688124,0,0.244285714285714,1,0.339801197057768,0.08570953,0,0
7,7,0.25,1,0.207808471730274,6.7458729,0,0,0.966544056238506,0.90720870866996,1.00206391,0,0.32,1,0.800084766237815,0.07654292,0,0
7,7,0.5,1,0.252048350857462,9.78242426,0,0,0.956637489304892,0.895655065097244,1.06385498,0,0.192857142857143,1,0.763865659143808,0.07597054,0,0
7,7,0.75,1,0.179269831138677,8.21926347,0,0,0.961584306828884,0.895702436454029,1.08804575,0,0.0885714285714286,1,0.83723049471768,0.07538645,0,0
7,7,1,1,0.131715002129895,8.35217807,0,0,0.967430759957742,0.905593566462016,1.17442401,0,0.0614285714285714,1,0.869606711949063,0.08153082,0,0
7,8,0.25,1,0.238619990041859,8.05028715,0,0,0.967125727010281,0.913285138759309,0.9621507,0,0.264285714285714,1,0.805899564166044,0.07093465,0,0
7,8,0.5,1,0.405971673155491,14.10255597,0,0,0.971513696582925,0.914592012943682,1.06560172,0,0.105714285714286,1,0.84158368070063,0.07432748,0,0
7,8,0.75,1,0.557075961441365,19.85282643,0,0,0.982562918175122,0.925539906622626,1.19456333,0,0.0385714285714286,1,0.906062358543315,0.08051051,0,0
7,8,1,1,0.698930942771116,26.30982886,0,0,0.993533030368598,0.943002826794303,1.08880626,0,0.0114285714285714,1,0.93769410133229,0.07256791,0,0
7,9,0.25,1,0.318837595862678,10.16494801,0,0,0.98252325555075,0.937744875013068,1.03942676,0,0.2,1,0.861029436205139,0.0899250300000001,0,0
7,9,0.5,1,0.530760171235329,22.83758668,0,0,0.983514619168415,0.926557395953699,1.18071577,0,0.05,1,0.901544869935568,0.07820961,0,0
7,9,0.75,1,0.688071906304118,35.38511767,0,0,0.99302635552815,0.942992030361648,1.12743616,0,0.0142857142857143,1,0.937800967992667,0.07596608,0,0
7,9,1,1,0.788152272605608,46.43470691,0,0,0.996498650017131,0.957088692694159,1.07374775,0,0.00571428571428571,1,0.955564598492269,0.07130119,0,0
7,10,0.25,1,0.356440496722862,14.15964297,0,0,0.97871129020146,0.927443277037767,1.24721515,0,0.17,1,0.868882824932096,0.07459155,0,0
7,10,0.5,1,0.615585798575684,34.05721227,0,0,0.98895626158181,0.944143665008498,1.18306605,0,0.03,1,0.933622695980617,0.07969493,0,0
7,10,0.75,1,0.77091931350731,51.05254375,0,0,0.996442239753395,0.956928151981138,1.1804931,0,0.00714285714285714,1,0.955293525328799,0.08352428,0,0
7,10,1,1,0.832913323051949,63.90088298,0,0,0.998118803298227,0.968538365731361,1.21382018,0,0.00285714285714285,1,0.967948047544952,0.07857038,0,0
7,11,0.25,1,0.416731163791686,18.81029041,0,0,0.98042551360409,0.93493783257415,1.12044004,0,0.132857142857143,1,0.888324478488457,0.08474561,0,0
7,11,0.5,1,0.66641157634862,43.18689736,0,0,0.99517263171813,0.956474702566692,1.29408107,0,0.0128571428571429,1,0.950601981504957,0.09080328,0,0
7,11,0.75,1,0.801933975611641,61.85368861,0,0,1,0.970104176935079,1.15176938,0,0,1,0.970104176935079,0.07851926,0,0
7,11,1,1,0.852542917828233,82.93317194,0,0,1,0.977721663513714,1.27102187,0,0,1,0.977721663513714,0.07974697,0,0
7,12,0.25,1,0.50773123000077,28.20904481,0,0,0.990864868897708,0.950837466855335,1.18030983,0,0.0814285714285714,1,0.928079711183292,0.08096405,0,0
7,12,0.5,1,0.735660086749869,57.07881574,0,0,0.996267767484233,0.957422260386077,1.21633188,0,0.01,1,0.952375214774585,0.08702893,0,0
7,12,0.75,1,0.835898743468515,80.17125154,0,0,1,0.975244659825603,1.15827391,0,0,1,0.975244659825603,0.08258541,0,0
7,12,1,0.999999990528226,0.874333439291042,103.30909344,0,0,1,0.982252752055043,1.16063582,0,0,1,0.982252752055043,0.08151832,0,0
7,13,0.25,1,0.512283563990688,30.93570027,0,0,0.988716012783066,0.956751313893316,1.16249911,0,0.0757142857142857,1,0.936484846629356,0.08203897,0,0
7,13,0.5,1,0.766365651087589,69.10106208,0,0,0.99703701386643,0.967105948325746,1.21423548,0,0.00714285714285714,1,0.965891594186565,0.08821211,0,0
7,13,0.75,1,0.851259015623624,98.1127425,0,0,1,0.982198714856244,1.2265037,0,0,1,0.982198714856244,0.08514611,0,0
7,13,1,0.999999909071008,0.895659675192891,113.87144438,0,0,1,0.987398777838504,1.19056192,0,0,1,0.987398777838504,0.08288884,0,0
7,14,0.25,1,0.551682753674217,38.07263615,0,0,0.988784457127068,0.953926332202527,1.27154256,0,0.0585714285714286,1,0.937720933546882,0.08932755,0,0
7,14,0.5,1,0.789000759774856,81.28135804,0,0,0.998506246354116,0.974373190462082,1.21811144,0,0.00428571428571429,1,0.973462834180884,0.08910422,0,0
7,14,0.75,1,0.860281252781076,116.76413939,0,0,1,0.979851950287362,1.26751171,0,0,1,0.979851950287362,0.09045035,0,0
7,14,1,1,0.907915678134159,140.95456795,0,0,1,0.988222812590121,1.19663594,0,0,1,0.988222812590121,0.08544766,0,0
7,15,0.25,1,0.589169213663161,43.62827447,0,0,0.994512182187764,0.960417354842032,1.23810916,0,0.03,1,0.956274482381526,0.08561436,0,0
7,15,0.5,1,0.808312385485508,95.92179951,0,0,0.999003126677134,0.979436607810417,1.35878234,0,0.00285714285714285,1,0.979182799385465,0.09837178,0,0
7,15,0.75,0.999999997029055,0.879686904372871,127.46767252,0,0,1,0.985165255697168,1.30383966,0,0,1,0.985165255697168,0.09393869,0,0
7,15,1,1,0.913153874198894,160.2469768,0,0,1,0.98969847384577,1.28248318,0,0,1,0.98969847384577,0.09070148,0,0
7,16,0.25,1,0.628088354443101,55.56047158,0,0,0.995499309773584,0.967158526143682,1.24207148,0,0.0214285714285714,1,0.96298931495952,0.08587579,0,0
7,16,0.5,1,0.819980581014086,111.91038506,0,0,1,0.98187066502697,1.32081256,0,0,1,0.98187066502697,0.096134,0,0
7,16,0.75,1,0.893686588424448,147.61935978,0,0,1,0.990762657981169,1.39002853,0,0,1,0.990762657981169,0.10203742,0,0
7,16,1,1,0.925058906522335,183.86790258,0,0,1,0.991164415523549,1.26697962,0,0,1,0.991164415523549,0.09481224,0,0
7,17,0.25,1,0.638038730893885,60.64208787,0,0,0.99541105781827,0.968191709375828,1.36297814,0,0.02,1,0.965657319864524,0.09649959,0,0
7,17,0.5,1,0.836854595682008,123.37416315,0,0,1,0.983529672061481,1.41114474,0,0,1,0.983529672061481,0.10520873,0,0
7,17,0.75,0.999999961347242,0.898730605448637,155.5649415,0,0,1,0.988172079808509,1.49358268,0,0,1,0.988172079808509,0.09696272,0,0
7,17,1,1,0.930233676303932,204.08677297,0,0,1,0.99244220403965,1.29162656,0,0,1,0.99244220403965,0.09496681,0,0
7,18,0.25,1,0.684076637989582,72.71064624,0,0,0.997387492599673,0.97454028280431,1.36265347,0,0.0185714285714286,1,0.970259044727284,0.09700104,0,0
7,18,0.5,1,0.856209108613524,137.04695287,0,0,1,0.986240867477948,1.31347281,0,0,1,0.986240867477948,0.10018585,0,0
7,18,0.75,1,0.910876596736734,175.67204702,0,0,1,0.992804621696786,1.46390097,0,0,1,0.992804621696786,0.11230338,0,0
7,18,1,1,0.932449407010221,228.54611191,0,0,1,0.993564996401182,1.31307809,0,0,1,0.993564996401182,0.09463239,0,0
7,19,0.25,1,0.694778615759685,74.11646917,0,0,0.998572628966372,0.975335385269939,1.48125054,0,0.0128571428571429,1,0.97294730281285,0.10771527,0,0
7,19,0.5,1,0.864142982537929,147.55142188,0,0,1,0.98693963596697,1.47743741,0,0,1,0.98693963596697,0.11233208,0,0
7,19,0.75,1,0.911079086527504,204.889998,0,0,1,0.993366942775371,1.35756081,0,0,1,0.993366942775371,0.10108339,0,0
7,19,1,1,0.93576160516057,241.72082747,0,0,1,0.994980322952302,1.35553273,0,0,1,0.994980322952302,0.09967464,0,0
7,20,0.25,1,0.697485343361868,80.93465704,0,0,0.998554064729052,0.977877928690334,1.54599757,0,0.00571428571428571,1,0.977527631890229,0.10708108,0,0
7,20,0.5,0.99999995218079,0.870090026888995,160.94763056,0,0,1,0.986318262876652,1.50660748,0,0,1,0.986318262876652,0.11872887,0,0
7,20,0.75,1,0.918016875271165,217.06352745,0,0,1,0.992870995121806,1.48750254,0,0,1,0.992870995121806,0.11692124,0,0
7,20,1,1,0.940187992153289,264.25471779,0,0,1,0.994947335906374,1.42061984,0,0,1,0.994947335906374,0.10745445,0,0
8,2,0.25,1,0.0491993167812565,0.5198751,0,0,0.963577148323315,0.937943764860758,0.77323403,0,0.78125,1,0.560606850183913,0.06596226,0,0
8,2,0.5,1,0.0285466864607653,0.51475411,0,0,0.970608091626599,0.933129953234739,0.86890059,0,0.7575,1,0.312222214696694,0.0862968699999999,0,0
8,2,0.75,1,0.00942781309639733,0.523513709999999,0,0,0.960605495665885,0.926030730049003,0.79944198,0,0.7625,1,0.188199455825492,0.09219765,0,0
8,2,1,1,0.00348587752657207,0.36458845,0,0,0.976930821113814,0.943825552941791,0.84919252,0,0.75625,1,0.136968384732804,0.10623402,0,0
8,3,0.25,1,0.0549091873611023,0.78290088,0,0,0.97431553081194,0.93845799271474,0.94988145,0,0.7,1,0.564220527373695,0.07704617,0,0
8,3,0.5,1,0.027302817439988,0.75314904,0,0,0.943489995312467,0.893164272613637,0.90278807,0,0.6675,1,0.32477899355936,0.07521731,0,0
8,3,0.75,1,0.0118270784943904,0.61835134,0,0,0.969932787652994,0.93806467721999,0.99930891,0,0.6425,1,0.202614382767396,0.08149437,0,0
8,3,1,1,0.00973569126329618,0.57664822,0,0,0.966284217145716,0.922728400919681,1.0410789,0,0.64,1,0.151045541297095,0.08365717,0,0
8,4,0.25,1,0.0732828674570493,1.2882136,0,0,0.965274114782477,0.923265085169362,1.1068604,0,0.5975,1,0.626556682252197,0.08409621,0,0
8,4,0.5,1,0.0420041174611061,1.47878472,0,0,0.939514492615048,0.884358507506389,1.17392685,0,0.56125,1,0.355031551375019,0.09593804,0,0
8,4,0.75,1,0.0216886597226233,1.18711315,0,0,0.951834974114425,0.899846623244098,1.15936579,0,0.535,1,0.225749084688537,0.09536603,0,0
8,4,1,0.999999875909904,0.0189541803354929,1.07772392,0,0,0.949880916849755,0.899042925081598,1.11185847,0,0.53125,1,0.174121176506837,0.09585569,0,0
8,5,0.25,1,0.10251796935642,2.19270172,0,0,0.952392672869564,0.898850909294515,1.23443659,0,0.5275,1,0.649196579481124,0.10826317,0,0
8,5,0.5,1,0.0694164385846637,2.70845874,0,0,0.948883357417708,0.891026811825973,1.25741535,0,0.4525,1,0.416080596933911,0.09887799,0,0
8,5,0.75,1,0.0442935927090355,2.11230549,0,0,0.950188576280654,0.900833406914961,1.45959758,0,0.42125,1,0.273195332088315,0.11949901,0,0
8,5,1,1,0.022386217599511,1.44410128,0,0,0.941612282867726,0.891171429639688,1.43451747,0,0.42375,1,0.175317651608932,0.11697942,0,0
8,6,0.25,1,0.131364245234664,3.56934266,0,0,0.953569834694009,0.900430094575847,1.37155197,0,0.455,1,0.690470238514691,0.10231389,0,0
8,6,0.5,1,0.0840191846941838,3.8195103,0,0,0.930409200018056,0.874673503717048,1.37718102,0,0.365,1,0.46583519873376,0.13078785,0,0
8,6,0.75,1,0.0662923170667257,3.23136572,0,0,0.933001964385606,0.868128272370092,1.62329754,0,0.33125,1,0.337830483179729,0.15989975,0,0
8,6,1,1,0.0446272933461274,2.91293404,0,0,0.929497648095145,0.875583962273966,1.6334847,0,0.32375,1,0.232781595097925,0.15281308,0,0
8,7,0.25,1,0.205258041516927,5.87220603,0,0,0.965978035957918,0.913461244958677,1.3436084,0,0.3625,1,0.774575950801723,0.090426,0,0
8,7,0.5,1,0.142177032506429,5.62336,0,0,0.932206775231891,0.86128700297247,1.65327327,0,0.275,1,0.591439968864638,0.11800767,0,0
8,7,0.75,1,0.0873365799526032,4.99100514,0,0,0.935737030812682,0.879214732583067,1.71459238,0,0.2175,1,0.420924219707303,0.12217068,0,0
8,7,1,1,0.0716984329155332,5.12895519,0,0,0.914943131076219,0.869413558776954,1.61194846,0,0.22875,1,0.296967725000485,0.11471826,0,0
8,8,0.25,1,0.219090264593357,8.04417992,0,0,0.966279534913842,0.917949656833907,1.4027635,0,0.31625,1,0.791817699704053,0.11206772,0,0
8,8,0.5,1,0.247005355597509,10.81760302,0,0,0.957691965203895,0.885240170234919,1.62546564,0,0.17,1,0.746737987924862,0.10745994,0,0
8,8,0.75,1,0.181313616464179,10.39902147,0,0,0.968323783838306,0.901487623574681,1.75925862,0,0.075,1,0.845692579952899,0.11175815,0,0
8,8,1,1,0.116934458483884,7.8388569,0,0,0.967500991129681,0.895729976908573,1.72296901,0,0.0575,1,0.867888478697614,0.10882618,0,0
8,9,0.25,1,0.304422699187853,11.60185121,0,0,0.971546378621087,0.915892534175373,1.5060897,0,0.22875,1,0.823564721071281,0.09659289,0,0
8,9,0.5,1,0.432039206634725,18.35184605,0,0,0.972091489358987,0.896743839920213,1.65238625,0,0.0925,1,0.818060473515526,0.10380531,0,0
8,9,0.75,1,0.591423855110949,28.40838741,0,0,0.98199751456205,0.917672612299652,1.68394338,0,0.0425,1,0.893017898003349,0.10402398,0,0
8,9,1,1,0.732689675462749,36.00947467,0,0,0.992837022660691,0.942702634274091,2.0363217,0,0.0125,1,0.935653563886657,0.10495995,0,0
8,10,0.25,1,0.351928992914097,15.61825716,0,0,0.97479474384308,0.915247406412834,1.58552703,0,0.18125,1,0.854307115168169,0.09439574,0,0
8,10,0.5,1,0.53550520134801,30.50904975,0,0,0.978459681500015,0.917108975166798,1.787539,0,0.05375,1,0.889291626655964,0.11191079,0,0
8,10,0.75,1,0.722379246267828,48.17226615,0,0,0.995329892891881,0.938250806225696,1.73239163,0,0.0075,1,0.934687448130822,0.10852513,0,0
8,10,1,1,0.79283370635276,59.7332322,0,0,0.997648248393942,0.958645594613622,1.67393639,0,0.00375,1,0.958157430950903,0.10199851,0,0
8,11,0.25,1,0.379576680400524,20.12171557,0,0,0.981261415036384,0.919713109024182,1.66397233,0,0.13625,1,0.85957825782438,0.10700249,0,0
8,11,0.5,1,0.622876526755084,44.73847223,0,0,0.990846260334589,0.942305537191724,1.8897175,0,0.025,1,0.93230036018313,0.12083298,0,0
8,11,0.75,0.999999954587114,0.786417308132272,67.64915003,0,0,0.993021060613764,0.95339655120272,1.70801487,0,0.0125,1,0.94998134697326,0.11070423,0,0
8,11,1,1,0.839291995245895,83.67484874,0,0,0.998337774078446,0.96690797367511,1.77032219,0,0.0025,1,0.966229216949861,0.10878407,0,0
8,12,0.25,1,0.423570946891026,25.0966468,0,0,0.979053696597205,0.941188246857204,1.72132189,0,0.1175,1,0.898760867663923,0.1077078,0,0
8,12,0.5,1,0.714290496762083,58.30432382,0,0,0.992088405496674,0.948927684740002,1.78469782,0,0.02,1,0.943540926203361,0.11682624,0,0
8,12,0.75,1,0.802934928787988,85.95145938,0,0,0.997189799675692,0.965841010274567,1.78165461,0,0.005,1,0.964660255564953,0.1145059,0,0
8,12,1,1,0.867657481100748,108.57081313,0,0,1,0.976229385537366,1.73361844,0,0,1,0.976229385537366,0.10925688,0,0
8,13,0.25,1,0.497558033978728,33.65142756,0,0,0.981784864203234,0.939777558677421,1.99315142,0,0.09625,1,0.911993243525777,0.1153986,0,0
8,13,0.5,1,0.738647083706389,74.86807526,0,0,0.998485740529345,0.959614294939212,1.80510097,0,0.00625,1,0.95675579399091,0.11731543,0,0
8,13,0.75,1,0.848038117123441,110.80925301,0,0,1,0.974278771504678,1.80115109,0,0,1,0.974278771504678,0.11643328,0,0
8,13,1,1,0.881176438635001,141.04175768,0,0,1,0.982690333125493,1.7186047,0,0,1,0.982690333125493,0.10689383,0,0
8,14,0.25,1,0.536981308205728,42.78798452,0,0,0.991910367073221,0.950061793822373,1.83856242,0,0.0575,1,0.932714861246208,0.11915057,0,0
8,14,0.5,0.999999960418401,0.771873606937849,90.47019723,0,0,0.997986645281152,0.966878489939976,1.89020822,0,0.00625,1,0.964312930800853,0.12273527,0,0
8,14,0.75,1,0.862137763844733,130.03127035,0,0,1,0.981261432222109,1.96425559,0,0,1,0.981261432222109,0.12826378,0,0
8,14,1,1,0.90352408173532,156.60531534,0,0,1,0.98248330688175,1.77766543,0,0,1,0.98248330688175,0.11696194,0,0
8,15,0.25,1,0.577363788080065,50.90111521,0,0,0.993383990141562,0.962736720313529,1.8513151,0,0.04375,1,0.952010298156741,0.12126224,0,0
8,15,0.5,1,0.788512171262959,104.65943001,0,0,0.998930531245495,0.972700524278661,2.00227164,0,0.00375,1,0.972342601222004,0.1339114,0,0
8,15,0.75,1,0.881821720877209,144.71641199,0,0,1,0.985073325589535,1.84183097,0,0,1,0.985073325589535,0.12256463,0,0
8,15,1,0.99999979446179,0.905879237672339,178.20173899,0,0,1,0.985235259315116,1.80679799,0,0,1,0.985235259315116,0.12148024,0,0
8,16,0.25,1,0.621803696618658,61.07849637,0,0,0.995556624443957,0.960244480800974,1.82676101,0,0.035,1,0.950978808454173,0.11698969,0,0
8,16,0.5,1,0.807971355738523,121.65201692,0,0,0.999867858610605,0.973094163062088,1.90786551,0,0.00125,1,0.972802781976155,0.12763221,0,0
8,16,0.75,1,0.895290091522963,175.80502794,0,0,1,0.985509029907081,1.90565652,0,0,1,0.985509029907081,0.12963258,0,0
8,16,1,1,0.910946152767415,208.94625884,0,0,1,0.989744706175022,1.98037255,0,0,1,0.989744706175022,0.12973516,0,0
8,17,0.25,1,0.641836280403211,70.809358,0,0,0.996031461409575,0.964234050934094,1.89096185,0,0.0225,1,0.957755007044953,0.12350993,0,0
8,17,0.5,1,0.827410085859541,139.23674495,0,0,0.998113123673922,0.978274705600307,1.95722221,0,0.00375,1,0.97747155064221,0.13676965,0,0
8,17,0.75,1,0.896076477006223,187.70965801,0,0,1,0.986621129257686,2.00127041,0,0,1,0.986621129257686,0.13812179,0,0
8,17,1,0.999999981742631,0.925599071824698,223.2378839,0,0,1,0.99178008769833,1.94781374,0,0,1,0.99178008769833,0.12986621,0,0
8,18,0.25,1,0.66202577575299,76.69703095,0,0,0.995454976860893,0.959721499895448,1.95492502,0,0.0275,1,0.954941205274505,0.12940661,0,0
8,18,0.5,1,0.842816487961418,152.77167415,0,0,1,0.983144280352344,1.9601404,0,0,1,0.983144280352344,0.13530458,0,0
8,18,0.75,1,0.90340662561417,216.80514666,0,0,1,0.991319903882788,1.97215253,0,0,1,0.991319903882788,0.1351144,0,0
8,18,1,1,0.929273538357782,251.53053109,0,0,1,0.991144052839956,2.06473709,0,0,1,0.991144052839956,0.1407868,0,0
8,19,0.25,1,0.682812250243869,88.33914027,0,0,0.996526626307484,0.972058441085162,2.01166156,0,0.02375,1,0.961618933405064,0.13596672,0,0
8,19,0.5,1,0.856526472485416,178.46323928,0,0,0.998435999899944,0.983564363397731,2.09844136,0,0.0025,1,0.98351263475838,0.15089819,0,0
8,19,0.75,1,0.912103606885426,234.90826217,0,0,1,0.989910025545926,1.99051324,0,0,1,0.989910025545926,0.14019953,0,0
8,19,1,0.999999960106145,0.933845574531485,289.74716473,0,0,1,0.993176955254923,1.9709359,0,0,1,0.993176955254923,0.13620923,0,0
8,20,0.25,1,0.70030316822582,99.66801203,0,0,0.996953870718942,0.975043041287192,2.02790637,0,0.015,1,0.972758230461381,0.13842606,0,0
8,20,0.5,1,0.867410672761583,188.61024729,0,0,0.99954183039595,0.986345627383557,2.14347351,0,0.00125,1,0.986315282496484,0.15197489,0,0
8,20,0.75,1,0.913647202287884,269.33602194,0,0,1,0.991195767473105,2.10672444,0,0,1,0.991195767473105,0.15044225,0,0
8,20,1,1,0.939211495912617,321.1256941,0,0,1,0.993332541747735,1.99573124,0,0,1,0.993332541747735,0.13991073,0,0
9,2,0.25,1,0.0297280297627784,0.49488265,0,0,0.971667186830564,0.946345685192699,0.997347900000001,0,0.798888888888889,1,0.541387692601125,0.07184576,0,0
9,2,0.5,1,0.00885746952789189,0.410723009999999,0,0,0.973071423631043,0.941163876590965,1.1005883,0,0.786666666666667,1,0.28565689450337,0.08157166,0,0
9,2,0.75,1,0.00562465970717132,0.33510305,0,0,0.972829547260121,0.940271119075097,1.01405597,0,0.785555555555556,1,0.176355845122998,0.07969217,0,0
9,2,1,1,0.00371450391674362,0.33123307,0,0,0.972633696040717,0.949462204539841,1.03749273,0,0.784444444444444,1,0.105176425087894,0.07820193,0,0
9,3,0.25,1,0.0340823145708586,0.64826391,0,0,0.952943348637293,0.912330293846281,1.1679731,0,0.733333333333333,1,0.536872906983196,0.08168489,0,0
9,3,0.5,1,0.0213754202831456,0.71593572,0,0,0.963223728503409,0.906639904103988,1.27696656,0,0.686666666666667,1,0.289621918321874,0.09288126,0,0
9,3,0.75,1,0.0121646676747126,0.61079715,0,0,0.962314820567133,0.917110917833347,1.29460447,0,0.684444444444444,1,0.172098128978579,0.09593793,0,0
9,3,1,1,0.0063120370395728,0.526669030000001,0,0,0.962122447308674,0.928784124591644,1.29816953,0,0.681111111111111,1,0.14161197372613,0.09634039,0,0
9,4,0.25,1,0.0580587945943039,1.18827219,0,0,0.954229696226492,0.894924431994872,1.3621283,0,0.653333333333333,1,0.551396585178431,0.09676837,0,0
9,4,0.5,1,0.0355906593362217,1.19979126,0,0,0.951734634531336,0.883976608085796,1.64042008,0,0.6,1,0.324266599430916,0.10685135,0,0
9,4,0.75,1,0.0140668402123826,0.83192778,0,0,0.953724879140233,0.907396284622356,1.53234005,0,0.581111111111111,1,0.193763513213759,0.11556768,0,0
9,4,1,1,0.00951243518829773,0.849547650000001,0,0,0.950817879191075,0.906470109672288,1.66595746,0,0.582222222222222,1,0.13466487929194,0.12924011,0,0
9,5,0.25,1,0.0670827825062994,1.80093202,0,0,0.958089878511767,0.894901199430962,1.5870617,0,0.547777777777778,1,0.588371659047884,0.10892607,0,0
9,5,0.5,1,0.0597412367083878,2.34763259,0,0,0.911903172693526,0.855483625926123,1.84251774,0,0.526666666666667,1,0.360539088905022,0.1378386,0,0
9,5,0.75,1,0.0248073337437373,1.56287224,0,0,0.949329245030716,0.899644646894478,1.84698914,0,0.483333333333333,1,0.225647069734106,0.1388627,0,0
9,5,1,1,0.0168453642919607,1.30606176,0,0,0.950331239368808,0.899483085815702,1.73728824,0,0.478888888888889,1,0.155153629841644,0.12901504,0,0
