m,sptime,gwtime,getime,owtime,oetime
2,2.89579666666666729e-05,0.00109815278055555555,0.00114208710833333337,0.102488391777777757,0.157306810633333322
3,4.95791499999999978e-05,0.00175030317777777767,0.00188398941388888863,0.355451908286111118,0.339938153624999961
4,0.0168205677555555537,0.00252259926944444456,0.0191332016027777781,0.593960423622222233,0.641944731488888976
5,0.000237307383333333361,0.0338154579333333344,0.00380106305000000016,0.748879802173809672,0.644499120285714322
6,0.000247856285185185166,0.00427381316666666615,0.0043398537518518519,0.307990325733333348,0.200297890622222197
7,0.000575169904166666609,0.00689637545000000053,0.00671358721666666727,0.144317165358333305,0.114037955375
8,0.000485849808333333323,0.00538736322499999958,0.00507817058333333293,0.154272655025000011,0.125004364108333321
9,0.00058145862500000008,0.00604243649166666657,0.00561983884166666631,0.171182358166666687,0.135424354874999986
10,0.000694956908333333291,0.007121685975,0.00657228267499999994,0.23521929262500002,0.154627037633333353
