m,spmcloss,gwmcloss,gemcloss,owmcloss,oemcloss
2,0.50666666666666671,0.120358977697998817,0.12770478122335277,0.20422289029378296,0.209279215314269657
3,0.481111111111111101,0.171707168189265486,0.190278229737236737,0.260288322431367458,0.28552081766280929
4,0.410000000000000087,0.173374938388672489,0.195646645657689411,0.234501117877779636,0.262652269541450545
5,0.387619047619047641,0.182363016181660592,0.195082559446639742,0.233587667839851909,0.250258306798324781
6,0.392592592592592604,0.16613709309866509,0.185868103131061113,0.210828435617518323,0.227024547890166101
7,0.345000000000000029,0.176720802017999112,0.195147196347337348,0.221794712769422309,0.247382003150533603
8,0.368333333333333346,0.172517712651621913,0.173735308574478831,0.185830996532413056,0.205168075371430031
9,0.315000000000000002,0.122866935329861635,0.146542681767702132,0.16585113250739425,0.16636617608023932
10,0.268333333333333313,0.124386304411896714,0.123182015976771267,0.133515439464874486,0.14143554727634991
