m,apef,usef,gwef,geef,owef,oeef
2,0,0,0,0.0566666666666666638,0,0.0566666666666666638
3,0.0301587301587301591,0,0,0.0539682539682539639,0,0.0539682539682539639
4,0.0562499999999999944,0,0,0.063541666666666663,0,0.063541666666666663
5,0.0783333333333333243,0,0,0.065833333333333327,0,0.0666666666666666657
6,0.0938271604938271525,0,0,0.0654320987654320868,0.00061728395061728383,0.0672839506172839413
7,0.0973544973544973602,0,0,0.0682539682539682613,0.000529100529100529028,0.0698412698412698429
8,0.109259259259259264,0,0,0.068981481481481477,0.000462962962962962981,0.0731481481481481427
9,0.131687242798353893,0,0,0.0617283950617283986,0.000411522633744856013,0.0732510288065843645
10,0.130740740740740713,0,0,0.084074074074074065,0.000740740740740740921,0.0937037037037037057
