m,aptime,ustime,gwtime,getime,owtime,oetime
2,1.68766466666666657e-05,3.10315466666666681e-05,8.55546000000000025e-06,7.63096000000000088e-06,0.00774910371999999997,0.00738878366666666665
3,1.83677666666666672e-05,5.51032777777777803e-05,9.39191111111111123e-06,8.53901111111111132e-06,0.00810917368888888768,0.00786851379999999913
4,2.07641833333333301e-05,8.97783333333333408e-05,1.11551666666666661e-05,1.04426833333333341e-05,0.008704075116666668,0.0085251484166666662
5,2.14093999999999987e-05,0.000126777266666666677,1.23010499999999997e-05,1.10755999999999995e-05,0.00912255926666666675,0.00790544681666666658
6,2.75443666666666667e-05,0.000190804033333333338,1.48076000000000003e-05,1.24906000000000003e-05,0.00885366373333333276,0.00837166173333333402
7,2.7507866666666668e-05,0.000248539566666666648,1.53359666666666668e-05,1.41683999999999997e-05,0.00860556063333333364,0.00821992676666666658
8,3.09207999999999971e-05,0.00032708636666666668,1.7311266666666668e-05,1.64552000000000013e-05,0.0157598175333333347,0.00888843416666666719
9,3.20920666666666638e-05,0.000390991566666666645,1.86205666666666658e-05,1.60691999999999985e-05,0.0090117281999999993,0.00891047973333333396
10,0.00867382016666666707,0.00989374163333333299,0.000118269299999999996,9.49255666666666645e-05,0.0377532457666666654,0.0384258041333333314
