m,apefloss,usefloss,gwefloss,geefloss,owefloss,oeefloss
2,0,0,0,0.0557238283634613057,0,0.0557238283634613057
3,0.0904761904761904878,0,0,0.0713641264246643314,0,0.0713641264246643314
4,0.212500000000000022,0,0,0.0830075509517063659,0,0.0830075509517063659
5,0.353027586875517385,0,0,0.102582277203698696,0,0.0980647021252358253
6,0.424255088880190312,0,0,0.0962528806696028583,0.000218080958238315464,0.0975153136318144126
7,0.489191997774598764,0,0,0.117201915247183389,0.000373910699399216523,0.120041948330081
8,0.550195657908538971,0,0,0.135410643491919225,0.00018766717296047288,0.144234065214580626
9,0.6302504815056863,0,0,0.146424324052312205,0.00106910661489712498,0.178674407549881342
10,0.614057636370596516,0,0,0.158148070460753409,0.00144965847915045124,0.168302057205459904
