m,apwinners,uswinners,gwwinners,gewinners,owwinners,oewinners
2,1,0.806666666666666643,1,1,1,1
3,0.933333333333333459,0.542592592592592626,0.944444444444444531,0.972222222222222321,0.988888888888888928,1
4,0.961111111111111027,0.373611111111111116,0.966666666666666674,0.969444444444444442,0.977777777777777857,1
5,0.959722222222222143,0.323888888888888893,0.980555555555555625,0.96527777777777779,0.995833333333333348,1
6,1,0.21111111111111111,1,1,1,1
7,1,0.213095238095238088,1,1,1,1
8,1,0.181904761904761902,1,1,1,1
9,1,0.166547619047619055,1,1,1,1
10,1,0.154060846560846565,1,1,1,1
