m,apmc,usmc,gwmc,gemc,owmc,oemc
2,0,0.199999999999999983,0.0226666666666666648,0.0493333333333333332,0.0226666666666666648,0.0493333333333333332
3,0,0.299999999999999989,0.0533333333333333368,0.0885714285714285648,0.0528571428571428595,0.0880952380952381015
4,0,0.349999999999999978,0.0758333333333333359,0.133333333333333331,0.0741666666666666724,0.126666666666666677
5,0,0.349999999999999978,0.0820833333333333276,0.143750000000000017,0.077916666666666648,0.130416666666666681
6,0,0.400000000000000022,0.104074074074074083,0.147777777777777786,0.0966666666666666508,0.135185185185185186
7,0,0.400000000000000022,0.106296296296296305,0.164074074074074067,0.101481481481481492,0.147037037037037022
8,0,0.400000000000000022,0.0955555555555555602,0.168888888888888894,0.0900000000000000105,0.143703703703703722
9,0,0.400000000000000022,0.118888888888888891,0.179629629629629639,0.105925925925925923,0.14222222222222225
10,0,0.400000000000000022,0.127037037037037032,0.179259259259259257,0.111481481481481487,0.147037037037037049
