m,aptime,ustime,gwtime,getime,owtime,oetime
2,1.82420733333333354e-05,3.47794066666666637e-05,9.83479999999999942e-06,8.2103866666666665e-06,0.0075556600866666674,0.00735221203333333295
3,1.88542952380952386e-05,6.11202857142857105e-05,1.08513952380952394e-05,9.43281428571428654e-06,0.00785254612857142972,0.00768069420476190454
4,2.06533791666666653e-05,9.88784666666666788e-05,1.2574754166666666e-05,1.13495750000000005e-05,0.00813579819583333357,0.00775394954166666681
5,2.28534999999999973e-05,0.000145755304166666669,1.42540125000000003e-05,1.28732041666666682e-05,0.00863617241666666743,0.00874734697500000047
6,0.000429871174074074021,0.000562125055555555615,2.13937333333333349e-05,2.13111555555555511e-05,0.0114983091259259276,0.0145878438444444411
7,6.53108296296296264e-05,0.00379696796666666647,0.000488339625925925959,9.9057051851851843e-05,0.019917873244444443,0.0165895966444444438
8,0.000188483644444444455,0.00206591398148148154,2.5033900000000001e-05,2.78069111111111153e-05,0.017824762585185186,0.0177538424740740775
9,0.00168638535185185222,0.00290703950740740791,9.46654148148148107e-05,7.24849148148148221e-05,0.0238693718740740739,0.0234741857814814853
10,0.000519438611111111147,0.00314177021111111156,4.38158666666666616e-05,2.42186148148148129e-05,0.0167861270962962987,0.0194350337999999977
