m,apefloss,usefloss,gwefloss,geefloss,owefloss,oeefloss
2,0,0,0,0.0156928962273374627,0,0.0156928962273374627
3,0.133333333333333331,0,0,0.0278034946606158968,0,0.0278034946606158968
4,0.149999999999999994,0,0,0.119001354283446381,0,0.130568140367054636
5,0.137806694111261147,0,0,0.154786191901440967,0,0.139299071716384365
6,0,0,0,0.274518414172428893,0,0.274518414172428893
7,0,0,0,0.346855462028892558,0,0.346855462028892558
8,0,0,0,0.301378602340744206,0,0.301378602340744206
9,0,0,0,0.480423595139170434,0,0.480423595139170434
10,0,0,0,0.45696067168615756,0,0.45696067168615756
