m,apmcloss,usmcloss,gwmcloss,gemcloss,owmcloss,oemcloss
2,0,0.199999999999999983,0.0686533050244409471,0.269418477340925833,0.0686533050244409471,0.269418477340925833
3,0,0.299999999999999989,0.143784458933459397,0.382130654609752207,0.141567177797031846,0.375488020522145916
4,0,0.349999999999999978,0.16384975436603455,0.479642949120507922,0.161569030761498977,0.461517790283171359
5,0,0.349999999999999978,0.142337545667155146,0.490620780250520416,0.130662629855375745,0.461204125726539182
6,0,0.400000000000000022,0.171956830426602286,0.497131342340920213,0.159217095528952274,0.461176867716019567
7,0,0.400000000000000022,0.163219010898979472,0.550400234245973952,0.153751648874350999,0.5196453422049504
8,0,0.400000000000000022,0.134983599796308557,0.572068885561275109,0.126623634853546579,0.529624555192063418
9,0,0.400000000000000022,0.165414044904111018,0.605862439046861989,0.139876867981417297,0.525093357842709385
10,0,0.400000000000000022,0.166739205292967235,0.620589558817514209,0.146828671775545372,0.550121581350328737
