n,evmc,gwmc,gemc,owmc,oemc
2,0.116666666666666655,0.127777777777777796,0.0722222222222222293,0.111111111111111119,0.0500000000000000097
3,0.244444444444444436,0.22222222222222221,0.125925925925925913,0.21111111111111111,0.107407407407407396
4,0.308333333333333348,0.304166666666666641,0.212500000000000022,0.283333333333333326,0.150000000000000022
5,0.32999999999999996,0.33666666666666667,0.263333333333333308,0.316666666666666652,0.253333333333333299
6,0.488888888888888873,0.497222222222222232,0.427777777777777757,0.466666666666666674,0.408333333333333326
7,0.514285714285714235,0.514285714285714235,0.438095238095238038,0.514285714285714235,0.438095238095238038
8,0.629166666666666652,0.629166666666666652,0.545833333333333282,0.629166666666666652,0.545833333333333282
9,0.66666666666666663,0.66666666666666663,0.674074074074074048,0.66666666666666663,0.674074074074074048
10,0.693333333333333357,0.693333333333333357,0.693333333333333357,0.693333333333333357,0.693333333333333357
