n,evmcloss,gwmcloss,gemcloss,owmcloss,oemcloss
4,0.257687595770157707,0.25672040885571662,0.182519842450654612,0.190847478892246264,0.161241774810015781
5,0.253245696852161806,0.206527869505975625,0.225019191833540882,0.188767951085411917,0.197465029890002391
6,0.372421060502137025,0.324046383944790628,0.294640962997078037,0.279273889953457755,0.292001409257914735
7,0.532754108405458116,0.506627333405198721,0.416787144690351163,0.485142546862273039,0.432060056259138625
8,0.618060511851228234,0.542717531493164262,0.570176363121894902,0.527935695565524443,0.54045859055056289
9,0.546537924247702311,0.511960065340761772,0.493024831277218856,0.503017385764558567,0.503039631367869333
10,0.663099525523529132,0.612947041099347945,0.600943552233659695,0.61379692375893935,0.615304545692681892
