n,evrevenue,gwrevenue,gerevenue,owrevenue,oerevenue
2,0.963492115464627319,0.946814043359432644,0.658691650406765916,0.963492115464627319,0.664323710043803861
3,0.925799844782172698,0.923915692330218197,0.662746804259933042,0.9339143689853735,0.661562130544191884
4,0.874314289731378258,0.865076514614065761,0.621343393705061198,0.882491373610538421,0.644616106611841433
5,0.828731219927154039,0.813827467750471323,0.709204289224646067,0.834951658992627688,0.734723719793380692
6,0.783459110828670147,0.781712430018900895,0.675385997682350636,0.79433098034512839,0.682447932613496677
7,0.750335134083628175,0.750335134083628175,0.661768534068282732,0.750335134083628175,0.661768534068282732
8,0.731648781200892051,0.731648781200892273,0.622680580651003401,0.731648781200892273,0.622680580651003401
9,0.724977750121406972,0.724977750121407083,0.704128957494914665,0.724977750121407083,0.704128957494914665
10,0.715159412955977181,0.715159412955977403,0.715159412955977403,0.715159412955977403,0.715159412955977403
