n,evwelfare,gwwelfare,gewelfare,owwelfare,oewelfare
2,0.982334633850221017,0.965033627914574033,0.796423086155288562,0.982334633850221017,0.775446138549134134
3,0.949868853040901406,0.950067797459418828,0.884177444678594604,0.957983377244102319,0.876956931531513662
4,0.922335104407804529,0.912113073288983278,0.861628296158734708,0.929755382122700702,0.874950910776947643
5,0.915388046040190639,0.895255510114470354,0.88630255112440226,0.914517685994469032,0.901562308018019731
6,0.853385585051241957,0.841892879431683228,0.834062224917843986,0.861152289499043988,0.847114705823362901
7,0.830420470847623049,0.830420470847623049,0.845355571136129691,0.830420470847623049,0.845355571136129691
8,0.80016439052108268,0.80016439052108268,0.817223674555275448,0.80016439052108268,0.817223674555275448
9,0.77986955426817306,0.77986955426817306,0.758993079963831363,0.77986955426817306,0.758993079963831363
10,0.775184679374224084,0.775184679374224084,0.775184679374224084,0.775184679374224084,0.775184679374224084
