n,evmc,gwmc,gemc,owmc,oemc
4,0.258333333333333359,0.283333333333333326,0.275000000000000022,0.208333333333333315,0.200000000000000011
5,0.266666666666666718,0.213333333333333347,0.320000000000000007,0.213333333333333347,0.253333333333333355
6,0.377777777777777768,0.344444444444444442,0.344444444444444442,0.299999999999999989,0.322222222222222188
7,0.533333333333333326,0.495238095238095255,0.430952380952380976,0.466666666666666619,0.435714285714285721
8,0.618750000000000022,0.527083333333333348,0.587500000000000022,0.483333333333333337,0.512500000000000067
9,0.55555555555555558,0.503703703703703654,0.488888888888888817,0.48148148148148151,0.488888888888888873
10,0.669999999999999929,0.601111111111111152,0.61444444444444446,0.596666666666666679,0.599999999999999978
