n,evtime,gwtime,getime,owtime,oetime
2,-1.00000000000000006e-09,0.00127896286666666684,0.0016815679555555556,0.0421963358444444395,0.11702582715555554
3,-1.00000000000000006e-09,0.0021453776111111109,0.00264738773333333304,0.0739360921777777874,0.160587394488888896
4,-1.00000000000000006e-09,0.0366930623499999997,0.0431761666166666641,0.323768827933333336,0.598548859683333268
5,-1.00000000000000006e-09,0.00739683266666666707,0.00870602781666666645,0.206177262849999987,0.325564367366666663
6,-1.00000000000000006e-09,0.00620624758333333283,0.00642114304999999962,0.21069994165,0.302574216033333343
7,-1.00000000000000006e-09,0.00788344986666666622,0.00760428739999999964,0.227781429733333346,0.301201016699999991
8,-1.00000000000000006e-09,0.00999631219999999945,0.00903804140000000027,0.299095977466666663,0.397963653666666639
9,-1.00000000000000006e-09,0.0261309921000000001,0.0166734751999999993,0.455341462866666657,0.51623881336666666
10,-1.00000000000000006e-09,0.0140409198333333336,0.0134882423999999994,4.25310865273333327,4.16608052233333304
