n,evwelfare,gwwelfare,gewelfare,owwelfare,oewelfare
4,0.940195363373365955,0.881297615133868839,0.822949292795709164,0.95137935404448426,0.913199978774899335
5,0.937154361975107375,0.934948408789451513,0.888584374999943694,0.955699117127044695,0.912513974682115814
6,0.893343558572920138,0.879146655695646873,0.868041160713301618,0.917098297250159011,0.897664916881535047
7,0.834389176575775382,0.832273767660784536,0.843953434042450046,0.858188898096205799,0.865791874980280651
8,0.8013997486240656,0.828049491556478223,0.788822679818388162,0.856593265123485992,0.83322755245625002
9,0.807177329252521503,0.820901158385859198,0.827450383130010181,0.833356104096370065,0.832568972288439291
10,0.776830626722892048,0.809157240316835669,0.799927432124554194,0.80910587256753963,0.807721958550335906
