n,evrevenue,gwrevenue,gerevenue,owrevenue,oerevenue
4,0.909615767897319349,0.856961813306185372,0.693223941824597678,0.929036682344483222,0.835314877658486221
5,0.878309870166228523,0.88850610891277626,0.813106656060549216,0.914827920007004969,0.839422274673016666
6,0.811650030874309536,0.852260078335480009,0.759602914022901587,0.872930212300949027,0.85044600733059339
7,0.77318526214190042,0.804386468165259938,0.708295687389101758,0.823487216737127881,0.767921063466560749
8,0.739542464346331752,0.784255834109038874,0.74996867399174838,0.815733090825899843,0.792351521104749379
9,0.719944645354121171,0.76475264741643123,0.72962946451452626,0.772794244816015774,0.77141707118110181
10,0.710859822716638612,0.747038213582103761,0.714224358627531863,0.750439435757530582,0.749256165679788477
