n,evtime,gwtime,getime,owtime,oetime
4,-1.00000000000000006e-09,0.0459412760000000031,0.054147293833333332,0.379480519766666691,0.571878431100000029
5,-1.00000000000000006e-09,0.00796018730000000105,0.00887745703333333268,0.189373049466666665,0.263908111166666681
6,-1.00000000000000006e-09,0.00484975256666666642,0.00504558883333333305,0.177782616766666679,0.233578541733333339
7,-1.00000000000000006e-09,0.00704777839999999947,0.00668252304999999991,0.195245536499999983,0.234650361599999996
8,-1.00000000000000006e-09,0.00801849259999999966,0.00712984966666666692,0.303592701549999955,0.320260327349999985
9,-1.00000000000000006e-09,0.0145810632166666655,0.022092141400000001,0.482219322716666676,0.471128321066666689
10,-1.00000000000000006e-09,0.0117395352888888891,0.0110303240666666663,2.14500182095555525,1.8979436692777778
