m,apefloss,usefloss,gwefloss,geefloss,owefloss,oeefloss
2,0,0,0,0.0549868836389416776,0,0.0549868836389416776
3,0.0428571428571428645,0,0,0.0493907303014181134,0,0.0493907303014181134
4,0.233333333333333337,0,0,0.0470580978256851107,0,0.0527314158180707399
5,0.341030161613087579,0,0,0.0526564444715845528,0,0.0575877419103266175
6,0.423256636743782,0,0.0017128515472417628,0.0559649911542564327,0.00128877090754058897,0.0601377879641158408
7,0.453699550907180893,0,0.00107770899675042886,0.0612714838180226096,0,0.060670457917521077
8,0.53846652894609337,0,0.000635927440226526238,0.0727001600930475417,0.000635927440226526238,0.0718723903042801787
9,0.634008258029625682,0,0.00181121105373404766,0.0589230471289757182,0,0.0676876109163074557
10,0.616054988739501264,0,0.00349902026919702213,0.0865248284568254367,0.00217661498156068245,0.0937679381233209597
