m,aptime,ustime,gwtime,getime,owtime,oetime
2,1.60107733333333318e-05,3.13499399999999989e-05,8.67436666666666608e-06,7.98400000000000013e-06,0.00751085828666666656,0.00713574561999999989
3,1.82686571428571404e-05,5.87777095238095209e-05,1.03472190476190472e-05,9.27612380952380632e-06,0.00789935699999999921,0.00781207200000000063
4,2.01250875000000006e-05,9.739767083333333e-05,1.21745874999999994e-05,1.12787041666666668e-05,0.00817004727083333465,0.00786044812499999898
5,2.26956125000000009e-05,0.000142404941666666681,1.39003749999999999e-05,1.24095624999999997e-05,0.00853904182499999956,0.00807707873333333298
6,3.25506222222222242e-05,0.000324192648148148165,5.78099259259259131e-05,2.46845555555555551e-05,0.0122076949703703707,0.0105961461037037043
7,0.000456542792592592626,0.0165114653629629647,0.00015120251111111111,3.56052740740740731e-05,0.0346361790296296282,0.0479954747481481508
8,0.000124742622222222185,0.00177443117407407409,5.24296111111111125e-05,1.87947666666666683e-05,0.0167537646703703677,0.0157732914814814815
9,0.000835169429629629588,0.00228431871111111143,0.000129420544444444407,6.86177111111111143e-05,0.0313364404481481507,0.0214014244777777779
10,3.17045481481481486e-05,0.0033616236444444442,9.67509148148148096e-05,2.21602888888888863e-05,0.678289829362962893,0.0185097989407407432
