m,apmc,usmc,gwmc,gemc,owmc,oemc
2,0,0.700000000000000067,0.0326666666666666702,0.0453333333333333366,0.0326666666666666702,0.0453333333333333366
3,0,0.800000000000000155,0.0377777777777777782,0.0544444444444444411,0.0344444444444444442,0.0466666666666666688
4,0,0.850000000000000089,0.0233333333333333344,0.0316666666666666693,0.0183333333333333334,0.0266666666666666684
5,0,0.850000000000000089,0.0333333333333333398,0.0516666666666666663,0.0266666666666666684,0.0416666666666666713
6,0,0.900000000000000022,0,0,0,0
7,0,0.900000000000000022,0,0,0,0
8,0,0.900000000000000022,0,0,0,0
9,0,0.900000000000000022,0,0,0,0
10,0,0.900000000000000022,0,0,0,0
