m,apmcloss,usmcloss,gwmcloss,gemcloss,owmcloss,oemcloss
2,0,0.700000000000000067,0.11877234345511882,0.223482947816954214,0.11877234345511882,0.223482947816954214
3,0,0.799999999999999933,0.10513454705131324,0.179810617442647147,0.0862807564916155401,0.157366742384038832
4,0,0.850000000000000089,0.0545354035079961413,0.0808937823583393972,0.0372519580257667723,0.0689086678446813317
5,0,0.850000000000000089,0.0502291221820911904,0.115922508820777925,0.042471617879337932,0.110812967696074391
6,0,0.900000000000000022,0,0,0,0
7,0,0.900000000000000022,0,0,0,0
8,0,0.900000000000000022,0,0,0,0
9,0,0.900000000000000022,0,0,0,0
10,0,0.900000000000000022,0,0,0,0
