m,apmc,usmc,gwmc,gemc,owmc,oemc
2,0,0.199999999999999983,0.0153333333333333342,0.0406666666666666704,0.0153333333333333342,0.0406666666666666704
3,0,0.299999999999999989,0.0547619047619047547,0.0933333333333333376,0.0547619047619047547,0.0933333333333333376
4,0,0.349999999999999978,0.0741666666666666585,0.115833333333333344,0.0695833333333333304,0.106666666666666687
5,0,0.349999999999999978,0.0958333333333333398,0.139166666666666661,0.0912500000000000117,0.130000000000000004
6,0,0.400000000000000022,0.104814814814814805,0.152222222222222231,0.0918518518518518373,0.133703703703703713
7,0,0.400000000000000022,0.103333333333333333,0.16074074074074074,0.0888888888888888784,0.144814814814814813
8,0,0.400000000000000022,0.118888888888888877,0.171481481481481457,0.107407407407407424,0.145555555555555549
9,0,0.400000000000000022,0.129259259259259268,0.180370370370370348,0.110370370370370369,0.147037037037037049
10,0,0.400000000000000022,0.134814814814814832,0.180370370370370403,0.11370370370370371,0.154444444444444468
