m,apefloss,usefloss,gwefloss,geefloss,owefloss,oeefloss
2,0,0,0,0.0106780398253098312,0,0.0106780398253098312
3,0.144444444444444459,0,0,0.0304525250141019499,0,0.0304525250141019499
4,0.166666666666666657,0,0,0.0890759565527920461,0,0.0890759565527920461
5,0.201464737085949613,0,0,0.0970684748436366207,0,0.0800965660668292723
6,0,0,0,0.218404625250631396,0,0.218404625250631396
7,0,0,0,0.229990954642429912,0,0.229990954642429912
8,0,0,0,0.38390898245505517,0,0.38390898245505517
9,0,0,0,0.312087277221766379,0,0.312087277221766379
10,0,0,0,0.35789463815142758,0,0.35789463815142758
