m,apmcloss,usmcloss,gwmcloss,gemcloss,owmcloss,oemcloss
2,0,0.199999999999999983,0.0517817723930400348,0.181677438649151035,0.0517817723930400348,0.181677438649151035
3,0,0.299999999999999989,0.167688973477701703,0.327620329725422987,0.167688973477701703,0.327620329725422987
4,0,0.349999999999999978,0.209766909836788418,0.397393600527880086,0.19811263600008619,0.370974703778241155
5,0,0.349999999999999978,0.233575123933978945,0.44310637485347687,0.222404690857451348,0.420654090327824637
6,0,0.400000000000000022,0.246521309477126971,0.44016729562102247,0.21734841222240836,0.396684584605437263
7,0,0.400000000000000022,0.241336752616367889,0.443139536927336652,0.214510712511613771,0.407091567040915647
8,0,0.400000000000000022,0.260125930501498681,0.469956536827622673,0.232596664829557764,0.411845000644373238
9,0,0.400000000000000022,0.280715507381203988,0.468475066829585785,0.248020851135023396,0.404303821762543036
10,0,0.400000000000000022,0.289281876525626647,0.475751660195591564,0.251332108675314525,0.427189096893920706
