m,evtime,gwtime,getime,owtime,oetime
2,-1.00000000000000006e-09,0.00259573165555555601,0.00266542437777777782,0.0991382684222222171,0.102584346766666668
3,-1.00000000000000006e-09,0.00330924080000000002,0.0042734788000000001,0.175695199366666666,0.168882388544444456
4,-1.00000000000000006e-09,0.00551510475555555546,0.0048478518444444443,0.222510162433333325,0.215424617833333332
5,-1.00000000000000006e-09,0.0080723847888888884,0.00888916042222222084,0.271961563066666689,0.243571027522222233
6,-1.00000000000000006e-09,0.00909598296666666757,0.0077229414888888891,0.318921632344444428,0.291752764511111151
7,-1.00000000000000006e-09,0.00841884090000000022,0.0082743196111111101,0.41689697693333333,0.357699105044444465
8,-1.00000000000000006e-09,0.0103650984777777788,0.00865322391111111172,0.381987175066666629,0.37537902685555552
9,-1.00000000000000006e-09,0.0104398374333333332,0.0101277505666666663,0.377378370711111077,0.361150521966666638
10,-1.00000000000000006e-09,0.0129463145444444431,0.00987401117777777886,0.927282773311111086,1.25423376221111105
