m,evtime,gwtime,getime,owtime,oetime
5,-1.00000000000000006e-09,0.0291807175666666668,0.024145943999999999,0.387908105266666692,0.38590576980000002
6,-1.00000000000000006e-09,0.0202161785000000011,0.0167709140000000013,0.285911859099999999,0.358000957399999986
7,-1.00000000000000006e-09,0.0136803589999999996,0.0115674927666666663,0.23044846056666668,0.318859819133333333
8,-1.00000000000000006e-09,0.0101618060833333339,0.0126973488499999999,0.229338254316666657,0.372030489949999987
9,-1.00000000000000006e-09,0.0101690013833333343,0.011497438950000001,0.210501850250000011,0.339239644466666657
10,-1.00000000000000006e-09,0.00610872546666666599,0.00933005908333333495,0.207960041816666663,0.321427640050000019
