m,evrevenue,gwrevenue,gerevenue,owrevenue,oerevenue
2,0.81323972682538459,0.905931580955023574,0.896036874260359384,0.903757657073647636,0.903757657073647636
3,0.740034376452345932,0.82203028617547691,0.809061425839194492,0.861319199548090442,0.860491382280884509
4,0.689667910433232834,0.763821388252081235,0.743178392177447855,0.79729217575079403,0.797475213963815599
5,0.673410195594473571,0.754419130575602837,0.744493725072200241,0.782033550740120265,0.782033550740120265
6,0.678411174803992711,0.722755203034672999,0.707976322840758621,0.748414565269453935,0.748224257533944948
7,0.648561355457445421,0.690855740331829726,0.673995828347130455,0.708449787169477041,0.708544707040816957
8,0.626720960789851733,0.675248526939603244,0.666242476408056117,0.684133609431431755,0.683706913095268098
9,0.640659636640009134,0.653088780120298362,0.646090426508178051,0.675214819833486857,0.674074661732803726
10,0.624126243199282782,0.642118493217575859,0.636519179806658064,0.656219039977147811,0.655656733480454168
