m,evwelfare,gwwelfare,gewelfare,owwelfare,oewelfare
2,0.899924286424061304,0.96061523929135928,0.953192513180067813,0.959390783490479904,0.959390783490479904
3,0.877106671870274135,0.908596158660419762,0.897341914630846893,0.928965559883097036,0.928965559883097036
4,0.86982389146008432,0.891549219825192196,0.877773476914505579,0.894609313044807286,0.894609313044807286
5,0.840010646091330138,0.875866656484132755,0.875344168124083999,0.897873281272156709,0.897873281272156709
6,0.867850485960450002,0.861018276595776677,0.858231334363759313,0.878470181872907929,0.880124067250371289
7,0.829160877985088529,0.84302204609181608,0.83069404818801873,0.841432932431549152,0.843545437636503359
8,0.828796305884838991,0.830372690380378642,0.844364347266548854,0.834759515166958344,0.834345560220144833
9,0.852514934156612281,0.82722650679523102,0.813699013445625563,0.83712465722724827,0.832108999350243184
10,0.825067983259477944,0.816017937353003098,0.811895322558310872,0.83524981506251883,0.833268701381851939
