m,evmc,gwmc,gemc,owmc,oemc
2,0.838888888888888906,0.665555555555555567,0.675555555555555576,0.662222222222222268,0.662222222222222268
3,0.776666666666666727,0.704444444444444429,0.717777777777777737,0.674444444444444513,0.674444444444444513
4,0.706666666666666665,0.63888888888888884,0.662222222222222268,0.63888888888888884,0.63888888888888884
5,0.660000000000000031,0.606666666666666687,0.609999999999999987,0.582222222222222197,0.582222222222222197
6,0.567777777777777715,0.551111111111111107,0.561111111111111005,0.533333333333333326,0.531111111111111089
7,0.539999999999999925,0.514444444444444371,0.531111111111111089,0.519999999999999907,0.515555555555555545
8,0.471111111111111092,0.463333333333333319,0.453333333333333366,0.462222222222222257,0.463333333333333319
9,0.368888888888888877,0.391111111111111132,0.405555555555555614,0.385555555555555596,0.391111111111111132
10,0.344444444444444386,0.34555555555555556,0.358888888888888868,0.330000000000000016,0.33666666666666667
