m,evwinners,gwwinners,gewinners,owwinners,oewinners
5,0.66666666666666663,0.66666666666666663,0.66666666666666663,0.66666666666666663,0.66666666666666663
6,0.753333333333333299,0.753333333333333299,0.760000000000000009,0.753333333333333299,0.760000000000000009
7,0.859999999999999987,0.859999999999999987,0.839999999999999969,0.859999999999999987,0.839999999999999969
8,0.873333333333333295,0.839999999999999969,0.833333333333333259,0.83666666666666667,0.849999999999999978
9,0.953333333333333366,0.933333333333333348,0.900000000000000022,0.953333333333333366,0.91333333333333333
10,0.929999999999999938,0.903333333333333321,0.856666666666666687,0.919999999999999929,0.880000000000000004
