m,apef,usef,gwef,geef,owef,oeef
2,0,0,0,0.0566666666666666638,0,0.0566666666666666638
3,0.0333333333333333329,0,0,0.049206349206349205,0,0.0507936507936507936
4,0.0718749999999999944,0,0,0.061458333333333337,0,0.0656250000000000028
5,0.0774999999999999994,0,0,0.0583333333333333343,0,0.0608333333333333365
6,0.0858024691358024449,0,0.00061728395061728383,0.0555555555555555525,0.00185185185185185192,0.061111111111111116
7,0.0999999999999999917,0,0,0.0560846560846560843,0.000529100529100529136,0.0603174603174603252
8,0.122685185185185175,0,0.00092592592592592607,0.072685185185185186,0.00092592592592592607,0.0819444444444444448
9,0.123868312757201657,0,0,0.0691358024691358097,0.00205761316872427914,0.0868312757201646079
10,0.133703703703703686,0,0.000370370370370370569,0.0811111111111111061,0.00037037037037037046,0.0914814814814814831
