m,apwelfare,uswelfare,gwwelfare,gewelfare,owwelfare,oewelfare
2,1,1,1,0.777703835257338438,1,0.777703835257338438
3,0.974611218785297995,0.991218716116218923,0.998064493554872811,0.679916649972591824,1,0.682744728687149194
4,0.962181801157928618,0.960577326324131064,0.995666927602650409,0.536795266231163581,1,0.556222181157095097
5,0.963167038524410324,0.952325683085080255,0.995910807626317895,0.518729275337992513,1,0.554466557089487555
6,0.951101236686797469,0.917460689070259794,0.989359400347107121,0.522914689356717144,1,0.545331832652516058
7,0.936663173573833552,0.922397921507286167,0.990150831159614331,0.455030031936654644,1,0.487886591444637752
8,0.917681476525540218,0.906528562895845824,0.983689892601234073,0.429902390651504873,1,0.4453101933476038
9,0.923006877748861143,0.909905032922788015,0.987667771538402017,0.396656757969800267,1,0.415859660605963188
10,0.930886274282249238,0.906526782987730595,0.98505655360443356,0.388397408190865101,1,0.443308301962785423
