m,apefloss,usefloss,gwefloss,geefloss,owefloss,oeefloss
2,0,0,0,0.0606562207969258624,0,0.0606562207969258624
3,0.0999999999999999917,0,0,0.0493205958279497869,0,0.0503918010257725646
4,0.275000000000000022,0,0,0.0731311690148691296,0,0.0823610695061773035
5,0.320833333333333359,0,0,0.0777073560422966159,0,0.0887283438708535016
6,0.389544985665541799,0,0.00177695260149158597,0.0813384182058203842,0.00262080523468773662,0.0901167552606137456
7,0.478709173175410563,0,0,0.109767793111315515,0.000503186994335672586,0.128451424346452209
8,0.5518725460689482,0,0.000815324625437319206,0.134399997023305073,0.000815324625437319206,0.152284003593756101
9,0.604907250118643325,0,0,0.143740939301317483,0.00449003399434738052,0.19440499439199746
10,0.600238372668060349,0,0.000184694488868756651,0.159108069115003886,7.50118241015863601e-05,0.178397657724160691
