m,aptime,ustime,gwtime,getime,owtime,oetime
2,1.60032866666666677e-05,3.17133866666666615e-05,8.61674666666666713e-06,7.93017333333333165e-06,0.00755600979999999922,0.00743662678666666584
3,1.65986142857142849e-05,5.60234285714285648e-05,9.71534761904761767e-06,9.03682380952381015e-06,0.00784507842380952405,0.00770646880952380927
4,1.93431666666666646e-05,9.39709083333333369e-05,1.21905791666666656e-05,1.12049124999999993e-05,0.00822507114166666671,0.00809586420833333271
5,2.04403666666666683e-05,0.000135592916666666671,1.34990208333333332e-05,1.21821458333333341e-05,0.00867733618333333366,0.00855154886666666635
6,2.15980481481481498e-05,0.000185651485185185162,1.48081851851851825e-05,1.34329370370370384e-05,0.00986410643333333371,0.00925285564814814707
7,2.39766592592592599e-05,0.000248323937037037048,1.76275555555555514e-05,1.55759259259259241e-05,0.0106745172888888865,0.0106608789296296289
8,2.57255222222222207e-05,0.000322097122222222173,1.8807062962962963e-05,1.70436407407407377e-05,0.0137903760703703727,0.0114932008111111109
9,2.70793222222222246e-05,0.000394739833333333345,2.03232851851851849e-05,1.78058185185185175e-05,0.0144497884333333326,0.0122796218444444459
10,2.8698448148148147e-05,0.000484167107407407378,2.173434074074074e-05,1.9385585185185182e-05,0.0131820060444444442,0.0129599410703703701
