n,apef,usef,gwef,geef,owef,oeef
5,0,0,0,0.166666666666666685,0,0.166666666666666685
6,0,0,0,0.119999999999999996,0,0.119999999999999996
7,0,0,0,0.100000000000000006,0,0.100000000000000006
8,0,0,0,0.113333333333333341,0,0.113333333333333341
9,0,0,0,0.0933333333333333376,0,0.0933333333333333376
10,0.0299999999999999989,0,0,0.0733333333333333337,0,0.0666666666666666796
