n,evrevenue,gwrevenue,gerevenue,owrevenue,oerevenue
2,0.972849437716254539,0.962384496549301471,0.827035758067977578,0.972849437716254539,0.854689557900094488
3,0.928821138682852876,0.893253329084174319,0.792259479572550496,0.929542659630306023,0.83968734486598462
4,0.853531626124301113,0.84916794181922306,0.759191793007637394,0.854140440768640596,0.7779125599522414
5,0.785761143167341913,0.775809065549107446,0.716931962205506923,0.796716176466003456,0.737068715255273843
6,0.763279027497286267,0.7484163812054202,0.718539489656393804,0.767662785590751628,0.737954258146491293
7,0.72988632230742545,0.729886322307425228,0.71878428190621968,0.729886322307425228,0.71878428190621968
8,0.666595496316241487,0.666595496316241376,0.653817098758898596,0.666595496316241376,0.653817098758898596
9,0.665415321023715811,0.665415321023715589,0.665415321023715589,0.665415321023715589,0.665415321023715589
10,0.61526771405987557,0.615267714059875681,0.615267714059875681,0.615267714059875681,0.615267714059875681
