n,evmcloss,gwmcloss,gemcloss,owmcloss,oemcloss
2,0.0111111111111111133,0.0111111111111111115,0.0244836898102364642,0,0.035728003115649172
3,0.0111111111111111081,0.0486606360726439743,0.0812271762439883971,0.0113087296931484258,0.0462960679547290699
4,0.0291666666666666671,0.0429365858354060909,0.0657163039946501715,0.0346032525020727594,0.057398403247901672
5,0.0700000000000000067,0.0998193777480547578,0.146328310432268349,0.0869256685683785224,0.122743965344810635
6,0.0888888888888888784,0.138179883180844593,0.146167649020028712,0.101788026404070184,0.124631928673584941
7,0.119047619047619041,0.119047619047619041,0.1238095238095238,0.119047619047619041,0.1238095238095238
8,0.287499999999999978,0.287499999999999978,0.295833333333333337,0.287499999999999978,0.295833333333333337
9,0.229629629629629628,0.229629629629629628,0.229629629629629628,0.229629629629629628,0.229629629629629628
10,0.316666666666666652,0.316666666666666652,0.316666666666666652,0.316666666666666652,0.316666666666666652
