m,evmc,gwmc,gemc,owmc,oemc
5,0.313333333333333353,0.313333333333333353,0.313333333333333353,0.313333333333333353,0.313333333333333353
6,0.240000000000000019,0.240000000000000019,0.246666666666666673,0.240000000000000019,0.246666666666666673
7,0.200000000000000011,0.200000000000000011,0.200000000000000011,0.200000000000000011,0.200000000000000011
8,0.0833333333333333426,0.133333333333333359,0.17000000000000004,0.103333333333333333,0.146666666666666667
9,0.0833333333333333426,0.130000000000000004,0.116666666666666682,0.106666666666666674,0.126666666666666677
10,0.0400000000000000078,0.0599999999999999978,0.0900000000000000105,0.0466666666666666619,0.0866666666666666696
