m,evrevenue,gwrevenue,gerevenue,owrevenue,oerevenue
5,0.678453346151227876,0.678453346151227987,0.678453346151227987,0.678453346151227987,0.678453346151227987
6,0.6978850025963802,0.697885002596380088,0.688218298074194657,0.697885002596380088,0.688218298074194657
7,0.708073985410639706,0.708073985410639706,0.676614336278564932,0.708073985410639706,0.676614336278564932
8,0.748992779395829977,0.739870240455679395,0.694691640432805069,0.757119405721652372,0.717022689704127192
9,0.749373490569432921,0.737271888864774905,0.719744645936075234,0.75638094429146463,0.735251585036885702
10,0.800226299176111544,0.78959019934471586,0.761369836806592648,0.801837962045153563,0.767504892221182011
