m,evmcloss,gwmcloss,gemcloss,owmcloss,oemcloss
5,0.313333333333333353,0.313333333333333353,0.313333333333333353,0.313333333333333353,0.313333333333333353
6,0.240000000000000019,0.239999999999999991,0.246666666666666673,0.239999999999999991,0.246666666666666673
7,0.200000000000000011,0.200000000000000011,0.199999999999999983,0.200000000000000011,0.199999999999999983
8,0.0833333333333333426,0.137430714910609597,0.171364528918645009,0.105581078357616209,0.148854728951500953
9,0.083080024700489169,0.132110215282892574,0.117553240362370498,0.110902761825297069,0.131135434309362114
10,0.0399999999999999939,0.0610385077420287497,0.0915532046252704179,0.0473803186382591585,0.0875195817327790448
