m,evmcloss,gwmcloss,gemcloss,owmcloss,oemcloss
2,0.838888888888888906,0.769763005338410911,0.774196127262308686,0.767369298495433338,0.767369298495433338
3,0.769733607356468341,0.71630894641939824,0.722954725997048353,0.716815431268269077,0.716136091832884181
4,0.708333235035586317,0.670471353017917937,0.671140998884542372,0.674122612193299608,0.675597366006223443
5,0.637678292497984578,0.613061985399694365,0.616518354706271032,0.617923391892786111,0.618010793850483298
6,0.574348471061138399,0.563566691818022547,0.567259067077459211,0.565302458450210654,0.567136934391939351
7,0.53418334008175139,0.518141049196054748,0.517196842854395489,0.518263655298001336,0.515032167200742186
8,0.469087215842387106,0.461734813474873274,0.468855767224095832,0.460814567573039346,0.460507655180437625
9,0.413029640107653251,0.428530687984447434,0.434531491212570398,0.417669455580757631,0.418513407794425252
10,0.35024747496253622,0.365422237066501954,0.372193714839169409,0.353719741270804411,0.353553757150310177
