m,evwelfare,gwwelfare,gewelfare,owwelfare,oewelfare
2,0.90885317248722941,0.938450989507627065,0.930169181135627521,0.959103208628416137,0.959103208628416137
3,0.882462656558016256,0.908506699674539564,0.89464465717957653,0.929734516720957416,0.93134254302976538
4,0.865604845031273551,0.892672160581433061,0.889000666359632041,0.895330897974675577,0.892597121749998501
5,0.867539508088178368,0.889828730756975772,0.881192943662033268,0.893884806686075728,0.894964762637141753
6,0.852739722789416121,0.862718203896919555,0.855363836552462509,0.865995002482164211,0.863577413466053767
7,0.828747863020545927,0.840030322723018585,0.835438471053225995,0.845769548849245933,0.849394942317430179
8,0.827823575876667772,0.837447368021588923,0.82468267320715094,0.841344708987831758,0.841863719983272474
9,0.823579666460507731,0.810114968121371404,0.801306205919797954,0.824946387908773837,0.824795099838706247
10,0.828840430225772029,0.816488437182147142,0.810721104192341779,0.830615089426863462,0.831714209989598885
